Airline,Origin,Destination,Day,Month,Year,Weekday,Departure_Hour,Arrival_Hour,Duration_Minutes,Stops,Class,WiFi,Meals,Baggage_kg,Price_VND
Vietjet,THD,SGN,12.0,4.0,2021.0,0.0,14.0,16.0,115.0,0,ECONOMY,No,No,7,749900.0
Vietjet,HÀ NỘI,ĐÀ NẴNG,17.0,4.0,2021.0,5.0,18.0,19.0,70.0,0,ECO,No,No,7,683900.0
Pacific Airlines,TP HCM,HÀ NỘI,16.0,4.0,2021.0,4.0,12.0,15.0,158.0,0,ECONOMY (EC)-E,No,No,20,1092477.0
Vietnam Airlines,ĐÀ LẠT,TP HCM,7.0,4.0,2021.0,2.0,8.0,9.0,60.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietjet,TP HCM,ĐÀ NẴNG,1.0,4.0,2021.0,3.0,5.0,6.0,91.0,0,ECO,No,No,7,735546.0
Vietjet,TP HCM,HẢI PHÒNG,5.0,4.0,2021.0,0.0,22.0,0.0,120.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,SGN,VII,1.0,5.0,2021.0,5.0,8.0,10.0,101.0,0,ECONOMY,Limited,Snack,20,1558889.0
Vietnam Airlines,DAD,SGN,12.0,4.0,2021.0,0.0,19.0,21.0,90.0,0,ECONOMY,No,No,7,970000.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,21.0,4.0,2021.0,2.0,20.0,21.0,70.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Bamboo Airways,HÀ NỘI,ĐÀ NẴNG,13.0,4.0,2021.0,1.0,8.0,9.0,80.0,0,ECO SAVER,No,No,7,761000.0
Vietjet,HÀ NỘI,CẦN THƠ,20.0,4.0,2021.0,1.0,14.0,16.0,130.0,0,ECO,No,No,7,694900.0
Vietjet,VCA,HAN,7.0,4.0,2021.0,2.0,13.0,15.0,130.0,0,ECONOMY,No,No,7,959900.0
Vietjet,SGN,DAD,10.0,4.0,2021.0,5.0,5.0,6.0,80.0,0,ECONOMY,No,No,7,749900.0
Bamboo Airways,HÀ NỘI,NHA TRANG,30.0,4.0,2021.0,4.0,12.0,14.0,110.0,0,BUZ FLEX,Yes,Yes,23,5682000.0
Vietjet,TP HCM,THANH HÓA,8.0,4.0,2021.0,3.0,15.0,17.0,119.0,0,ECO,No,No,7,731934.0
Vietnam Airlines,VII,SGN,3.0,5.0,2021.0,0.0,8.0,10.0,120.0,0,ECONOMY,Limited,Snack,20,1620000.0
Vietjet,TP HCM,ĐÀ LẠT,6.0,4.0,2021.0,1.0,19.0,20.0,55.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,TP HCM,VINH,5.0,4.0,2021.0,0.0,16.0,18.0,115.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Vietjet,HÀ NỘI,TP HCM,2.0,5.0,2021.0,6.0,6.0,9.0,135.0,0,ECO,No,Snack,20,1330856.0
Vietnam Airlines,THANH HÓA,TP HCM,2.0,5.0,2021.0,6.0,19.0,21.0,130.0,0,ECONOMY (EF)-H,Yes,Yes,23,3160000.0
Vietnam Airlines,TP HCM,HUẾ,21.0,4.0,2021.0,2.0,15.0,17.0,90.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Pacific Airlines,ĐÀ LẠT,TP HCM,12.0,4.0,2021.0,0.0,12.0,13.0,59.0,0,ECONOMY (EL)-P,No,No,7,837209.0
Bamboo Airways,HÀ NỘI,TP HCM,3.0,4.0,2021.0,5.0,17.0,20.0,130.0,0,ECO SAVER,No,No,7,971000.0
Vietnam Airlines,TP HCM,ĐÀ LẠT,16.0,4.0,2021.0,4.0,17.0,18.0,79.0,0,ECONOMY (EC)-T,No,No,20,1114164.0
Vietjet,ĐÀ LẠT,HÀ NỘI,13.0,4.0,2021.0,1.0,22.0,23.0,110.0,0,ECO,No,No,7,959900.0
Pacific Airlines,HÀ NỘI,TP HCM,3.0,4.0,2021.0,5.0,19.0,21.0,140.0,0,ECONOMY (EC)-T,No,Snack,20,1290000.0
Bamboo Airways,HAN,SGN,1.0,4.0,2021.0,3.0,10.0,12.0,130.0,0,ECONOMY,No,Snack,20,1281248.0
Vietnam Airlines,NHA TRANG,TP HCM,4.0,4.0,2021.0,6.0,8.0,9.0,70.0,0,ECONOMY (EC)-E,No,No,7,970000.0
Vietnam Airlines,HÀ NỘI,TP HCM,1.0,5.0,2021.0,5.0,12.0,14.0,135.0,0,ECONOMY (EC)-E,No,No,20,1180000.0
Vietjet,NHA TRANG,HÀ NỘI,23.0,4.0,2021.0,4.0,18.0,20.0,103.0,0,ECO,No,No,20,1111401.0
Bamboo Airways,VCA,HAN,10.0,4.0,2021.0,5.0,10.0,12.0,127.0,0,ECONOMY,No,No,7,843699.0
Bamboo Airways,TP HCM,HẢI PHÒNG,26.0,4.0,2021.0,0.0,12.0,14.0,127.0,0,ECO SAVER,No,No,7,865059.0
Pacific Airlines,DLI,SGN,9.0,4.0,2021.0,4.0,12.0,13.0,55.0,0,ECONOMY,No,No,7,704000.0
Bamboo Airways,HÀ NỘI,TP HCM,17.0,4.0,2021.0,5.0,19.0,21.0,130.0,0,ECO SAVER,No,No,7,861000.0
Vietjet,DAD,SGN,11.0,4.0,2021.0,6.0,8.0,9.0,85.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,21.0,4.0,2021.0,2.0,9.0,10.0,71.0,0,ECONOMY (EC)-N,No,Snack,20,1299591.0
Vietjet,TP HCM,HÀ NỘI,17.0,4.0,2021.0,5.0,22.0,1.0,130.0,0,ECO,No,No,7,849900.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,24.0,4.0,2021.0,5.0,11.0,13.0,90.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,SGN,VCL,1.0,5.0,2021.0,5.0,14.0,16.0,80.0,0,ECONOMY,No,No,7,749900.0
Vietnam Airlines,HUẾ,TP HCM,4.0,4.0,2021.0,6.0,18.0,19.0,100.0,0,ECONOMY (EC)-Q,No,Snack,20,1400000.0
Vietnam Airlines,NHA TRANG,HÀ NỘI,18.0,4.0,2021.0,6.0,11.0,13.0,120.0,0,ECONOMY (EF)-S,Yes,Yes,23,3380000.0
Bamboo Airways,HÀ NỘI,QUY NHƠN,1.0,4.0,2021.0,3.0,7.0,9.0,104.0,0,ECO SMART,Limited,Snack,20,1779994.0
Vietjet,ĐÀ NẴNG,TP HCM,15.0,4.0,2021.0,3.0,15.0,16.0,80.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,HAN,DAD,5.0,4.0,2021.0,0.0,8.0,9.0,85.0,0,ECONOMY,No,No,20,1080000.0
Vietnam Airlines,DLI,HAN,1.0,4.0,2021.0,3.0,10.0,12.0,120.0,0,ECONOMY,No,Snack,20,1400000.0
Vietjet,ĐÀ NẴNG,TP HCM,10.0,4.0,2021.0,5.0,23.0,0.0,90.0,0,ECO,No,No,7,694900.0
Bamboo Airways,DAD,SGN,1.0,5.0,2021.0,5.0,8.0,10.0,100.0,0,ECONOMY,No,No,20,1066668.0
Vietjet,THANH HÓA,TP HCM,11.0,4.0,2021.0,6.0,15.0,16.0,96.0,0,ECO,No,No,7,733935.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,12.0,4.0,2021.0,0.0,12.0,13.0,70.0,0,ECONOMY (EC)-T,No,No,20,1080000.0
Vietjet,TP HCM,HUẾ,26.0,4.0,2021.0,0.0,18.0,19.0,75.0,0,ECO,No,No,7,694900.0
Vietjet,HÀ NỘI,ĐÀ LẠT,28.0,4.0,2021.0,2.0,13.0,15.0,110.0,0,ECO,No,Snack,20,1390900.0
Vietnam Airlines,SGN,HAN,10.0,4.0,2021.0,5.0,8.0,10.0,130.0,0,ECONOMY,No,No,7,969000.0
Vietnam Airlines,HAN,CXR,1.0,5.0,2021.0,5.0,12.0,14.0,112.0,0,ECONOMY,Limited,Snack,23,2502237.0
Vietnam Airlines,SGN,PQC,11.0,4.0,2021.0,6.0,15.0,16.0,65.0,0,ECONOMY,No,No,7,726000.0
Vietjet,CẦN THƠ,HÀ NỘI,29.0,4.0,2021.0,3.0,13.0,15.0,130.0,0,ECO,No,No,7,694900.0
Bamboo Airways,HÀ NỘI,QUY NHƠN,28.0,4.0,2021.0,2.0,14.0,16.0,100.0,0,ECO SAVER,No,Snack,20,1391000.0
Vietnam Airlines,DAD,HAN,6.0,4.0,2021.0,1.0,10.0,11.0,80.0,0,ECONOMY,No,No,7,759000.0
Vietjet,HÀ NỘI,TP HCM,6.0,4.0,2021.0,1.0,21.0,23.0,130.0,0,ECO,No,No,7,849900.0
Vietjet,HÀ NỘI,PHÚ QUỐC,2.0,5.0,2021.0,6.0,7.0,9.0,125.0,0,ECO,No,No,20,1192900.0
Vietjet,TP HCM,VINH,2.0,4.0,2021.0,4.0,19.0,21.0,119.0,0,ECO,No,No,7,946333.0
Vietnam Airlines,UIH,HAN,3.0,4.0,2021.0,5.0,12.0,14.0,100.0,0,ECONOMY,No,No,7,969000.0
Vietnam Airlines,NHA TRANG,TP HCM,2.0,5.0,2021.0,6.0,22.0,23.0,75.0,0,ECONOMY (EF)-K,Limited,Snack,20,1543933.0
Pacific Airlines,TP HCM,VINH,24.0,4.0,2021.0,5.0,18.0,20.0,110.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Bamboo Airways,TP HCM,HUẾ,22.0,4.0,2021.0,3.0,8.0,10.0,77.0,0,ECO SAVER,No,No,7,736705.0
Bamboo Airways,HAN,DAD,10.0,4.0,2021.0,5.0,9.0,10.0,80.0,0,ECONOMY,Limited,Snack,20,1721000.0
Vietjet,THANH HÓA,TP HCM,10.0,4.0,2021.0,5.0,20.0,22.0,120.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,CXR,HAN,11.0,4.0,2021.0,6.0,19.0,21.0,112.0,0,BUSINESS,Yes,Yes,30,5066886.0
Vietnam Airlines,SGN,HAN,11.0,4.0,2021.0,6.0,22.0,0.0,130.0,0,ECONOMY,No,Snack,20,1400000.0
Vietravel Airlines,TP HCM,ĐÀ NẴNG,25.0,4.0,2021.0,6.0,7.0,8.0,80.0,0,AREGOW (A) - VÉ KHÔNG HOÀN,No,No,7,740000.0
Vietnam Airlines,DLI,SGN,1.0,5.0,2021.0,5.0,19.0,20.0,60.0,0,ECONOMY,No,No,7,970000.0
Vietnam Airlines,TP HCM,ĐÀ NẴNG,20.0,4.0,2021.0,1.0,14.0,15.0,85.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Bamboo Airways,TP HCM,HÀ NỘI,11.0,4.0,2021.0,6.0,13.0,15.0,121.0,0,ECO SAVER,No,No,7,966307.0
Bamboo Airways,NHA TRANG,HÀ NỘI,27.0,4.0,2021.0,1.0,16.0,18.0,110.0,0,ECO SAVER,Limited,Snack,20,1501000.0
Vietnam Airlines,ĐÀ LẠT,TP HCM,28.0,4.0,2021.0,2.0,19.0,20.0,60.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Bamboo Airways,SGN,HAN,3.0,4.0,2021.0,5.0,7.0,9.0,130.0,0,ECONOMY,No,No,20,1071000.0
Vietnam Airlines,HÀ NỘI,TP HCM,16.0,4.0,2021.0,4.0,5.0,7.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietjet,HÀ NỘI,TP HCM,15.0,4.0,2021.0,3.0,13.0,16.0,137.0,0,ECO,No,No,7,835916.0
Vietnam Airlines,TP HCM,PHÚ QUỐC,2.0,5.0,2021.0,6.0,10.0,11.0,65.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietjet,TP HCM,HÀ NỘI,12.0,4.0,2021.0,0.0,20.0,22.0,125.0,0,ECO,No,No,7,849900.0
Vietnam Airlines,HAN,CXR,9.0,4.0,2021.0,4.0,17.0,19.0,131.0,0,ECONOMY,No,Snack,20,1335705.0
Vietnam Airlines,TP HCM,HẢI PHÒNG,2.0,5.0,2021.0,6.0,8.0,10.0,125.0,0,ECONOMY (EC)-R,Limited,Snack,20,1620000.0
Bamboo Airways,SGN,DAD,1.0,5.0,2021.0,5.0,8.0,9.0,93.0,0,BUSINESS,Yes,Yes,30,5609057.0
Vietnam Airlines,HÀ NỘI,TP HCM,16.0,4.0,2021.0,4.0,20.0,22.0,131.0,0,ECONOMY (EL)-P,No,No,7,973142.0
Vietjet,TP HCM,HUẾ,29.0,4.0,2021.0,3.0,15.0,16.0,85.0,0,ECO,Limited,Snack,20,1775900.0
Bamboo Airways,ĐÀ NẴNG,HÀ NỘI,30.0,4.0,2021.0,4.0,7.0,8.0,80.0,0,ECO SAVER,No,No,7,761000.0
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,15.0,4.0,2021.0,3.0,13.0,14.0,85.0,0,ECONOMY (EF)-H,Limited,Snack,23,2060000.0
Vietjet,HÀ NỘI,TP HCM,15.0,4.0,2021.0,3.0,6.0,9.0,135.0,0,ECO,No,No,7,849900.0
Vietjet,THANH HÓA,TP HCM,11.0,4.0,2021.0,6.0,20.0,22.0,120.0,0,ECO,No,No,7,749900.0
Vietjet,TP HCM,PHÚ QUỐC,26.0,4.0,2021.0,0.0,7.0,8.0,60.0,0,ECO,No,No,7,694900.0
Vietjet,THANH HÓA,TP HCM,12.0,4.0,2021.0,0.0,12.0,14.0,120.0,0,ECO,No,No,7,749900.0
Pacific Airlines,DAD,SGN,7.0,4.0,2021.0,2.0,8.0,9.0,80.0,0,ECONOMY,No,No,7,704000.0
Vietjet,SGN,HAN,3.0,4.0,2021.0,5.0,7.0,9.0,130.0,0,BUSINESS,Yes,Yes,30,4283600.0
Vietnam Airlines,SGN,HAN,13.0,1.0,2026.0,1.0,12.0,14.0,125.0,0,BUSINESS,Yes,Yes,30,4227613.0
Vietjet,SGN,HPH,10.0,4.0,2021.0,5.0,22.0,0.0,120.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,4.0,4.0,2021.0,6.0,13.0,14.0,80.0,0,ECONOMY (EG)-M,Limited,Yes,23,2632000.0
Vietnam Airlines,SGN,HPH,1.0,5.0,2021.0,5.0,14.0,16.0,125.0,0,ECONOMY,Limited,Snack,20,1620000.0
Vietnam Airlines,HÀ NỘI,QUY NHƠN,15.0,4.0,2021.0,3.0,7.0,8.0,110.0,0,ECONOMY (EC)-L,Limited,Snack,23,2060000.0
Pacific Airlines,HÀ NỘI,ĐÀ LẠT,14.0,4.0,2021.0,2.0,15.0,17.0,105.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietnam Airlines,HÀ NỘI,PHÚ QUỐC,2.0,4.0,2021.0,4.0,18.0,20.0,125.0,0,ECONOMY (EC)-T,Limited,Snack,20,1620000.0
Bamboo Airways,ĐÀ NẴNG,HÀ NỘI,28.0,4.0,2021.0,2.0,23.0,0.0,80.0,0,ECO SAVER,No,No,7,761000.0
Vietnam Airlines,HÀ NỘI,PHÚ QUỐC,11.0,4.0,2021.0,6.0,12.0,15.0,135.0,0,ECONOMY (EC)-R,Limited,Snack,20,1950000.0
Vietjet,TP HCM,HÀ NỘI,11.0,4.0,2021.0,6.0,19.0,21.0,125.0,0,ECO,No,No,7,849900.0
Vietravel Airlines,TP HCM,HÀ NỘI,28.0,4.0,2021.0,2.0,17.0,19.0,120.0,0,CREGOW (C) - VÉ KHÔNG HOÀN,No,No,20,1172000.0
Vietjet,DLI,HAN,1.0,5.0,2021.0,5.0,16.0,18.0,130.0,0,ECONOMY,No,Snack,20,1390900.0
Vietnam Airlines,HUẾ,TP HCM,2.0,5.0,2021.0,6.0,22.0,23.0,100.0,0,ECONOMY (EF)-K,Limited,Snack,20,1840000.0
Vietjet,ĐÀ LẠT,HÀ NỘI,5.0,4.0,2021.0,0.0,21.0,23.0,110.0,0,ECO,Limited,Snack,20,1896900.0
Vietjet,HÀ NỘI,TP HCM,6.0,4.0,2021.0,1.0,6.0,8.0,120.0,0,ECO,No,No,7,849900.0
Vietjet,TP HCM,HÀ NỘI,16.0,4.0,2021.0,4.0,6.0,8.0,130.0,0,ECO,No,No,7,849900.0
Vietjet,SGN,PQC,9.0,4.0,2021.0,4.0,10.0,11.0,60.0,0,ECONOMY,No,Snack,20,1262747.0
Bamboo Airways,TP HCM,HÀ NỘI,2.0,4.0,2021.0,4.0,14.0,17.0,130.0,0,ECO SAVER,No,No,20,1071000.0
Vietnam Airlines,TP HCM,ĐÀ NẴNG,1.0,5.0,2021.0,5.0,20.0,21.0,85.0,0,ECONOMY (EC)-N,No,Snack,20,1290000.0
Vietjet,SGN,CXR,6.0,4.0,2021.0,1.0,8.0,9.0,65.0,0,ECONOMY,No,No,7,682800.0
Vietjet,SGN,HAN,12.0,4.0,2021.0,0.0,11.0,13.0,155.0,0,ECONOMY,No,No,7,849900.0
Bamboo Airways,SGN,HAN,1.0,5.0,2021.0,5.0,7.0,9.0,122.0,0,ECONOMY,No,No,7,1006719.0
Vietnam Airlines,SGN,DAD,4.0,5.0,2021.0,1.0,9.0,11.0,96.0,0,ECONOMY,No,No,7,877795.0
Bamboo Airways,HUI,SGN,2.0,4.0,2021.0,4.0,10.0,12.0,95.0,0,ECONOMY,No,No,7,706000.0
Vietjet,VII,SGN,10.0,4.0,2021.0,5.0,15.0,17.0,105.0,0,ECONOMY,No,No,7,959900.0
Vietjet,HAN,SGN,8.0,4.0,2021.0,3.0,6.0,8.0,120.0,0,ECONOMY,No,No,7,849900.0
Vietjet,UIH,HAN,11.0,4.0,2021.0,6.0,8.0,9.0,95.0,0,ECONOMY,No,No,20,1158900.0
Pacific Airlines,DAD,HAN,3.0,5.0,2021.0,0.0,12.0,14.0,71.0,0,ECONOMY,Limited,Yes,23,2582837.0
Vietnam Airlines,HAN,VCA,11.0,4.0,2021.0,6.0,16.0,18.0,148.0,0,ECONOMY,No,No,7,783796.0
Bamboo Airways,TP HCM,HÀ NỘI,2.0,4.0,2021.0,4.0,21.0,23.0,130.0,0,ECO SAVER,No,No,20,1071000.0
Vietjet,ĐÀ NẴNG,TP HCM,29.0,4.0,2021.0,3.0,15.0,16.0,68.0,0,ECO,No,No,7,669765.0
Vietjet,DAD,SGN,8.0,1.0,2026.0,3.0,12.0,14.0,110.0,0,ECONOMY,No,No,7,925298.0
Vietjet,SGN,HPH,9.0,4.0,2021.0,4.0,9.0,11.0,109.0,0,ECONOMY,No,No,7,974890.0
Vietjet,PHÚ QUỐC,HÀ NỘI,24.0,4.0,2021.0,5.0,12.0,14.0,128.0,0,ECO,No,No,7,937447.0
Vietnam Airlines,TP HCM,CHU LAI,22.0,4.0,2021.0,3.0,11.0,13.0,85.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Bamboo Airways,THD,SGN,4.0,4.0,2021.0,6.0,9.0,11.0,120.0,0,BUSINESS,Yes,Yes,30,3357873.0
Vietjet,TP HCM,HẢI PHÒNG,21.0,4.0,2021.0,2.0,5.0,7.0,109.0,0,ECO,No,No,7,679985.0
Vietjet,SGN,HUI,9.0,4.0,2021.0,4.0,13.0,15.0,85.0,0,ECONOMY,No,No,7,749900.0
Vietjet,SGN,DAD,1.0,4.0,2021.0,3.0,18.0,19.0,80.0,0,ECONOMY,No,No,7,749900.0
Vietjet,ĐÀ LẠT,HÀ NỘI,4.0,4.0,2021.0,6.0,16.0,18.0,130.0,0,ECO,Yes,Yes,23,3183900.0
Vietjet,HÀ NỘI,PHÚ QUỐC,19.0,4.0,2021.0,0.0,9.0,11.0,125.0,0,ECO,No,No,7,960900.0
Vietravel Airlines,ĐÀ NẴNG,HÀ NỘI,9.0,4.0,2021.0,4.0,19.0,20.0,80.0,0,AREGOW (A) - VÉ KHÔNG HOÀN,No,No,7,740000.0
Vietnam Airlines,VCL,SGN,4.0,4.0,2021.0,6.0,20.0,21.0,85.0,0,ECONOMY,No,No,20,1180000.0
Vietjet,HÀ NỘI,ĐÀ LẠT,12.0,4.0,2021.0,0.0,5.0,7.0,110.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,ĐÀ LẠT,TP HCM,4.0,5.0,2021.0,1.0,8.0,9.0,60.0,0,ECONOMY (EC)-R,No,No,20,1180000.0
Bamboo Airways,HÀ NỘI,ĐÀ NẴNG,30.0,4.0,2021.0,4.0,21.0,22.0,80.0,0,ECO SMART,Limited,Snack,20,1721000.0
Pacific Airlines,ĐÀ NẴNG,TP HCM,25.0,4.0,2021.0,6.0,8.0,9.0,80.0,0,ECONOMY (EC)-E,No,No,7,925000.0
Vietnam Airlines,TP HCM,VINH,5.0,4.0,2021.0,0.0,8.0,10.0,115.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Vietjet,TP HCM,ĐÀ NẴNG,7.0,4.0,2021.0,2.0,19.0,20.0,89.0,0,ECO,No,No,7,712255.0
Pacific Airlines,TP HCM,PHÚ QUỐC,6.0,4.0,2021.0,1.0,11.0,12.0,85.0,0,ECONOMY (EL)-A,No,No,7,668847.0
Vietnam Airlines,NHA TRANG,TP HCM,12.0,4.0,2021.0,0.0,12.0,13.0,71.0,0,ECONOMY (EL)-P,No,No,7,865111.0
Vietravel Airlines,ĐÀ NẴNG,HÀ NỘI,26.0,4.0,2021.0,0.0,19.0,20.0,70.0,0,CREGOW (C) - VÉ KHÔNG HOÀN,No,No,20,1013776.0
Vietjet,PHÚ QUỐC,TP HCM,3.0,5.0,2021.0,0.0,13.0,14.0,48.0,0,ECO,Limited,Snack,20,1688991.0
Vietnam Airlines,HAN,DAD,4.0,5.0,2021.0,1.0,9.0,10.0,85.0,0,ECONOMY,Limited,Yes,23,2632000.0
Vietjet,HÀ NỘI,TP HCM,1.0,4.0,2021.0,3.0,19.0,21.0,130.0,0,ECO,No,No,7,849900.0
Vietnam Airlines,TP HCM,HUẾ,22.0,4.0,2021.0,3.0,11.0,12.0,91.0,0,ECONOMY (EL)-P,No,No,7,846644.0
Vietnam Airlines,TP HCM,PHÚ QUỐC,3.0,5.0,2021.0,0.0,9.0,10.0,65.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietjet,DAD,HAN,12.0,4.0,2021.0,0.0,15.0,16.0,75.0,0,ECONOMY,Limited,Snack,20,1544900.0
Bamboo Airways,PHÚ QUỐC,TP HCM,3.0,5.0,2021.0,0.0,10.0,11.0,47.0,0,ECO FLEX,Limited,Snack,20,1743927.0
Vietnam Airlines,HUI,SGN,5.0,4.0,2021.0,0.0,12.0,13.0,72.0,0,ECONOMY,No,No,7,886840.0
Vietjet,TP HCM,HÀ NỘI,4.0,5.0,2021.0,1.0,14.0,16.0,125.0,0,ECO,No,No,20,1170900.0
Bamboo Airways,THD,SGN,3.0,5.0,2021.0,0.0,11.0,13.0,106.0,0,ECONOMY,Limited,Snack,20,1520947.0
Vietnam Airlines,PQC,SGN,4.0,4.0,2021.0,6.0,22.0,23.0,85.0,0,ECONOMY,No,Snack,20,1396364.0
Vietjet,TP HCM,HÀ NỘI,13.0,4.0,2021.0,1.0,6.0,8.0,113.0,0,ECO,No,No,7,868208.0
Vietjet,PHÚ QUỐC,HÀ NỘI,11.0,4.0,2021.0,6.0,13.0,15.0,135.0,0,ECO,Limited,Snack,20,2009139.0
Vietnam Airlines,TP HCM,HUẾ,17.0,4.0,2021.0,5.0,15.0,17.0,92.0,0,ECONOMY (EL)-P,No,No,7,835937.0
Vietjet,DLI,SGN,3.0,4.0,2021.0,5.0,7.0,7.0,50.0,0,ECONOMY,No,No,7,694900.0
Vietjet,HAN,PQC,11.0,4.0,2021.0,6.0,17.0,19.0,125.0,0,ECONOMY,No,No,20,1070900.0
Pacific Airlines,HÀ NỘI,TP HCM,14.0,4.0,2021.0,2.0,15.0,17.0,125.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,5.0,4.0,2021.0,0.0,11.0,13.0,75.0,0,ECONOMY (EC)-E,No,No,7,964658.0
Vietjet,ĐÀ LẠT,TP HCM,22.0,4.0,2021.0,3.0,16.0,17.0,55.0,0,ECO,No,No,7,694900.0
Vietjet,TP HCM,ĐÀ LẠT,13.0,4.0,2021.0,1.0,19.0,20.0,51.0,0,ECO,No,No,7,662703.0
Vietnam Airlines,SGN,TPE,19.0,1.0,2026.0,0.0,12.0,14.0,110.0,0,ECONOMY,Yes,Yes,23,3095540.0
Vietjet,HÀ NỘI,TP HCM,26.0,4.0,2021.0,0.0,22.0,0.0,135.0,0,ECO,No,No,7,849900.0
Vietnam Airlines,HÀ NỘI,TP HCM,7.0,4.0,2021.0,2.0,19.0,21.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,TP HCM,HÀ NỘI,16.0,4.0,2021.0,4.0,18.0,20.0,121.0,0,ECONOMY (EL)-P,No,No,7,1010886.0
Vietnam Airlines,TP HCM,HÀ NỘI,10.0,4.0,2021.0,5.0,5.0,7.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Bamboo Airways,THANH HÓA,TP HCM,11.0,4.0,2021.0,6.0,14.0,16.0,120.0,0,ECO SAVER,No,No,20,1071000.0
Vietjet,ĐÀ NẴNG,TP HCM,8.0,4.0,2021.0,3.0,17.0,19.0,70.0,0,ECO,No,No,7,685235.0
Vietnam Airlines,HAN,UIH,8.0,4.0,2021.0,3.0,7.0,8.0,110.0,0,ECONOMY,No,No,20,1080000.0
Vietjet,CẦN THƠ,HÀ NỘI,27.0,4.0,2021.0,1.0,13.0,15.0,130.0,0,ECO,No,No,7,694900.0
Vietjet,TP HCM,HUẾ,27.0,4.0,2021.0,1.0,13.0,15.0,85.0,0,ECO,No,No,7,694900.0
Pacific Airlines,TP HCM,HÀ NỘI,15.0,4.0,2021.0,3.0,19.0,21.0,125.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietnam Airlines,HUI,SGN,10.0,4.0,2021.0,5.0,13.0,15.0,100.0,0,ECONOMY,No,No,7,759000.0
Vietjet,DAD,SGN,2.0,5.0,2021.0,6.0,22.0,0.0,85.0,0,ECONOMY,Limited,Snack,20,1654900.0
Vietjet,DAD,HAN,2.0,5.0,2021.0,6.0,7.0,9.0,66.0,0,ECONOMY,No,Snack,20,1171073.0
Bamboo Airways,ĐÀ NẴNG,TP HCM,13.0,4.0,2021.0,1.0,6.0,7.0,90.0,0,ECO SAVER,No,No,7,706000.0
Vietnam Airlines,SGN,HAN,11.0,4.0,2021.0,6.0,22.0,0.0,132.0,0,ECONOMY,No,Snack,20,1429183.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,29.0,4.0,2021.0,3.0,19.0,21.0,90.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietnam Airlines,PQC,SGN,23.0,1.0,2026.0,4.0,0.0,6.0,0.0,1,BUSINESS,Yes,Yes,30,2073390.0
Bamboo Airways,HAN,SGN,15.0,1.0,2026.0,3.0,0.0,6.0,30.0,1,BUSINESS,Yes,Yes,30,3191677.0
Vietjet,HÀ NỘI,PHÚ QUỐC,23.0,4.0,2021.0,4.0,9.0,11.0,114.0,0,ECO,No,No,7,977420.0
Vietjet,CXR,SGN,9.0,4.0,2021.0,4.0,19.0,20.0,69.0,0,ECONOMY,No,No,7,681911.0
Vietjet,HAN,SGN,1.0,4.0,2021.0,3.0,13.0,16.0,135.0,0,ECONOMY,No,No,7,849900.0
Vietnam Airlines,SGN,DLI,7.0,4.0,2021.0,2.0,6.0,7.0,65.0,0,ECONOMY,No,No,7,759000.0
Vietjet,HÀ NỘI,TP HCM,2.0,5.0,2021.0,6.0,18.0,20.0,130.0,0,ECO,Limited,Snack,20,1610900.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,16.0,4.0,2021.0,4.0,8.0,9.0,70.0,0,ECONOMY (EL)-A,No,No,7,784441.0
Vietjet,TP HCM,HÀ NỘI,3.0,5.0,2021.0,0.0,6.0,8.0,132.0,0,ECO,No,No,20,1190696.0
